id,peso,entrada_espanol,forma_espanol,tipo_abreviado,tipo_palabra,traduccion_tsotsil,uso_o_ejemplo,region_abreviada,region,vease,nota_parentesis,transcripcion_original
74,12,afilar,lo afila,vr,verbo reflexivo,ta sjux,Todas las mañanas antes de salir a trabajar afila su machete. Scotol sob ba'i ta sjux li smachitae li claluc ta xbat ta abtele. Ta,,,,,afilar: lo afila vr ta sjux. Todas las ta sjux. Todas las mañanas antes de salir a trabajar afila su machete. Scotol sob ba'i ta sjux li smachitae li claluc ta xbat ta abtele. Ta
75,12,aflojar,lo afloja,vt,verbo transitivo,"ta syoches, ta syoch",,,,,,"aflojar: lo afloja vt ta syoches, ta ta syoches, ta syoch"
76,12,añlojarse,se afloja,vr,verbo reflexivo,ta xyoch,"Se aflojó un tornillo del molino y se zafó la manija. Iyoch jun stornioal li molinoe, ja! jech ibots! li sctobe",,,,,"añlojarse: se afloja vr ta xyoch. Se ta xyoch. Se aflojó un tornillo del molino y se zafó la manija. Iyoch jun stornioal li molinoe, ja! jech ibots! li sctobe."
77,12,afuera,,adv,adverbio,"ta spat xocon na, ta pat na, ta pana. Cham ta stslel",,Cham,Chamula,,,"afuera adv ta spat xocon na, ta pat ta spat xocon na, ta pat na, ta pana. Cham ta stslel"
78,12,agarrar,lo agarra,vt,verbo transitivo,ta stsac,El perro agarró al conejo antes de que se metiera a su madriguera. Li ts!ile istsac li t'ule c'aluc mo! to!ox ochem ta yut sch'ene,,,,,agarrar: lo agarra ví ta stsac. El ta stsac. El perro agarró al conejo antes de que se metiera a su madriguera. Li ts!ile istsac li t'ule c'aluc mo! to!ox ochem ta yut sch'ene.
79,12,agitar,lo agita,vt,verbo transitivo,"ta syuc!, ta syuq!uilan, ta sniques, ta sjuy. Agita la medicina antes de dársela al enfermo. Yuq!uilano ba'i li vomol li ctalal chavac'be li ijchamele. Ch/en ta sjuyilan",,,,,,"agitar: lo agita vf ta syuc!, ta ta syuc!, ta syuq!uilan, ta sniques, ta sjuy. Agita la medicina antes de dársela al enfermo. Yuq!uilano ba'i li vomol li ctalal chavac'be li ijchamele. Ch/en ta sjuyilan"
80,12,agonizar,agoniza,vi,verbo intransitivo,ta xloc! schIulel,,,,,,agonizar: agoniza vi ta xloc! schIulel ta xloc! schIulel
81,12,agotarse,se agota,vr,verbo reflexivo,ta xlul,"No ha llovido, por eso se agotó el agua en los pozos. Muc bu to chac! jo!, ja! yulun ¡tul xa li joqluetique. Jxt ta xtaquij",,,,,"agotarse: se agota vr ta xlul. No ha ta xlul. No ha llovido, por eso se agotó el agua en los pozos. Muc bu to chac! jo!, ja! yulun ¡tul xa li joqluetique. Jxt ta xtaquij"
82,12,agradar,le agrada,vt,verbo transitivo,"xpatet yo!on, ta xmuyubaj, ta xpatbat yo'on",A los viejos les agrada recordar los días de su juventud. Ali moletique lec xpatet o yo!onic c!alal ta sjules ta sjolic c!u sba to!ox li ta squeremalique. Ch!en xcuxet yo'nton,Ch'en,Chenalhó,,,"agradar: le agrada vt xpatet yo!on, ta xpatet yo!on, ta xmuyubaj, ta xpatbat yo'on. A los viejos les agrada recordar los días de su juventud. Ali moletique lec xpatet o yo!onic c!alal ta sjules ta sjolic c!u sba to!ox li ta squeremalique. Ch!en xcuxet yo'nton"
83,12,agradecer,lo agradece,vr,verbo reflexivo,ta xalbe colaval,Los estudiantes quieren agradecer a sus maestros todo lo que les han enseñado. Li jchan-junetique ta sctanic chalbeic colaval li smaestroique ta scotol li c'usi ichanubtasatic oe. Chen ta stojbe ta vocol,Ch'en,Chenalhó,,,agradecer: lo agradece vr ta xalbe ta xalbe colaval. Los estudiantes quieren agradecer a sus maestros todo lo que les han enseñado. Li jchan-junetique ta sctanic chalbeic colaval li smaestroique ta scotol li c'usi ichanubtasatic oe. Chen ta stojbe ta vocol
84,12,agrandar,lo agranda,vr,verbo reflexivo,ta smuq!uibtas,"Voy a agrandar mi casa porque ya somos muchos y no cabemos. Ta jmuq'uibtas li jnae yulun toj epuncutic xa, mu xa xijtochcutic o",,,,,"agrandar: lo agranda vr ta ta smuq!uibtas. Voy a agrandar mi casa porque ya somos muchos y no cabemos. Ta jmuq'uibtas li jnae yulun toj epuncutic xa, mu xa xijtochcutic o."
85,12,agravarse,se agrava,vt,verbo transitivo,"ta xjuch!, ta xjuch'tsaj. Ya se estaba aliviando pero se agravó de repente, no sabemos que le hizo mal. Yulun xa ox tsmeltsaj, ta jplel notox ora ichaljuch!tsaj noxtoc; mu jna'cutic c'usi chopol i'utun. Ch/'en ta xbat ta ip",,,,,,"agravarse: se agrava ví ta xjuch!, ta ta xjuch!, ta xjuch'tsaj. Ya se estaba aliviando pero se agravó de repente, no sabemos que le hizo mal. Yulun xa ox tsmeltsaj, ta jplel notox ora ichaljuch!tsaj noxtoc; mu jna'cutic c'usi chopol i'utun. Ch/'en ta xbat ta ip"
86,13,agregar,lo agrega,vt,verbo transitivo,ta xac'be. Agrégale agua al atole porque está muy espeso. Aclbo jsettuc jo! li ule yutun toj tot.,,,,,,agregar: lo agrega vt ta xac'be. ta xac'be. Agrégale agua al atole porque está muy espeso. Aclbo jsettuc jo! li ule yutun toj tot.
87,13,agriarse,se agria,vr,verbo reflexivo,ta xpajub,Los frijoles se agrian si no se calientan. Ali cheneq'ue ta xpajub ti mi mo! ta xich! quixnaele,,,,,agriarse: se agria vr ta xpajub. Los ta xpajub. Los frijoles se agrian si no se calientan. Ali cheneq'ue ta xpajub ti mi mo! ta xich! quixnaele.
88,13,agridulce,,adj,adjetivo,"paj-uman schitil, pajpaj-uman, pojpoj sba",La naranja agridulce es la que más me gusta. Ali alaxa li bu pajpaj-uman schi'ile ja! mas toj lec xcati. Chen pojpojtic sba schi'il,Ch'en,Chenalhó,,,"agridulce adj paj-uman schitil, paj-uman schitil, pajpaj-uman, pojpoj sba. La naranja agridulce es la que más me gusta. Ali alaxa li bu pajpaj-uman schi'ile ja! mas toj lec xcati. Chen pojpojtic sba schi'il"
89,13,agrio,,adj,adjetivo,poj,"La naranja está muy agria, no es dulce. Li alaxa li'i toj poj, muc bu chi!",,,,,"agrio adj poj. La naranja está muy poj. La naranja está muy agria, no es dulce. Li alaxa li'i toj poj, muc bu chi!."
90,13,agua,,f,sustantivo femenino,jo',"Sólo el agua fresca quita la sed. Ja! no'ox li siquil jo! ta spajes li taqui-titile. Cham, Ch!en, Zin vo! agua bendita ts'uyiltasbil jo! Cham, Ch!en. tstuiltasbil vo! agua de cal ya!lel tan agua de lluvia (que cae del techo) tstujub, tstujubal jo! agua para tomar yoxo! su agua yalal (de personas o de animales)",Cham; Ch'en; Zin,Chamula; Chenalhó; Zinacantán,,que cae del techo; de personas o de animales,"agua f jo'. Sólo el agua fresca quita jo'. Sólo el agua fresca quita la sed. Ja! no'ox li siquil jo! ta spajes li taqui-titile. Cham, Ch!en, Zin vo! agua bendita ts'uyiltasbil jo! Cham, Ch!en. tstuiltasbil vo! agua de cal ya!lel tan agua de lluvia (que cae del techo) tstujub, tstujubal jo! agua para tomar yoxo! su agua yalal (de personas o de animales)"
91,13,aguacate,,m,sustantivo masculino,on Ixt oven,,Ixt,Ixtapa,,,aguacate m on Ixt oven on Ixt oven
92,13,aguacero,,m,sustantivo masculino,"chauquil jo!, anjelal jo!, tsatsal jo!",Con este aguacero no puedo ir al campo. Li asba chauquil jote mu xu! chibat ta cabtel ta teltic,,,,,"aguacero m chauquil jo!, anjelal jo!, chauquil jo!, anjelal jo!, tsatsal jo!. Con este aguacero no puedo ir al campo. Li asba chauquil jote mu xu! chibat ta cabtel ta teltic."
93,13,aguado,,adj,adjetivo,yaxtulan,,,,,,aguado adj yaxtulan yaxtulan
94,13,aguantar,lo aguanta,vt,verbo transitivo,ta xlic yu'un; ta xcuch yutun,Mi burro no aguanta esta carga tan pesa: jburroe mu xlic yutun li alal icatsil li!,,,,,aguantar: lo aguanta vt ta xlic yu'un; ta xlic yu'un; ta xcuch yutun. Mi burro no aguanta esta carga tan pesa: jburroe mu xlic yutun li alal icatsil li!
95,13,aguar,lo agua,vr,verbo reflexivo,"ta syaxaubtas, ta xac!be yallel",Hay que aguar un poco los frijoles. Sctan yaxaubtasel jutuc li cheneq!ue. ahumar,,,,,"aguar: lo agua vr ta syaxaubtas, ta ta syaxaubtas, ta xac!be yallel. Hay que aguar un poco los frijoles. Sctan yaxaubtasel jutuc li cheneq!ue. ahumar"
96,13,aguardiente,,m,sustantivo masculino,pox Ch'en nich pox,,Ch'en,Chenalhó,,,aguardiente m pox Ch'en nich pox pox Ch'en nich pox
97,13,agudo,,adj,adjetivo,tslubtslub sni!,Este “cuchillo es de punta muy aguda. Lec tstubtstub sni! li cuchilu li'i. Ixt tstub sni',Ixt,Ixtapa,,,agudo adj tslubtslub sni!. Este tslubtslub sni!. Este “cuchillo es de punta muy aguda. Lec tstubtstub sni! li cuchilu li'i. Ixt tstub sni'
98,13,águila,,f,sustantivo femenino,xic,,,,,,águila f xic xic
99,13,aguja,,f,sustantivo femenino,acuxa,,,,,,aguja f acuxa acuxa
100,13,agujerear,lo agujerea,vt,verbo transitivo,"ta sjom Cham, Ch'en, Zin ta svom",,Cham; Ch'en; Zin,Chamula; Chenalhó; Zinacantán,,,"agujerear: lo agujerea vt ta sjom ta sjom Cham, Ch'en, Zin ta svom"
101,13,agujerearse,se agujerea,vr,verbo reflexivo,"ta xjom, ta xch!ojilaj, ta xjomoch'taj. De tanto andar se agujereó mi zapato. Li ta labal xanbale ijom li jsapatoe. Cham, Ch'en, Zin ta xvom",,Cham; Ch'en; Zin,Chamula; Chenalhó; Zinacantán,,,"agujerearse: se agujerea vr ta xjom, ta xjom, ta xch!ojilaj, ta xjomoch'taj. De tanto andar se agujereó mi zapato. Li ta labal xanbale ijom li jsapatoe. Cham, Ch'en, Zin ta xvom"
102,13,agujero,,m,sustantivo masculino,"sjomolil, schlen xt sch'ojolil Ch'en, Zin svomolil ¡ah! interj ma Chien mati",,Ch'en; Zin,Chenalhó; Zinacantán,,,"agujero m sjomolil, schlen xt sjomolil, schlen xt sch'ojolil Ch'en, Zin svomolil ¡ah! interj ma Chien mati"
103,13,"ahí, por ahí",,adv,adverbio,"tey, taje, tajtoe","Por ahí queda mi casa. Tey tajto xcom li jnae. Chlen, Ixt lettoe, tey",Ixt,Ixtapa,,,"ahí, por ahí adv tey, taje, tajtoe. Por tey, taje, tajtoe. Por ahí queda mi casa. Tey tajto xcom li jnae. Chlen, Ixt lettoe, tey"
104,13,ahogarse,se ahoga,vr,verbo reflexivo,ta xjiclav,"Si no sabes nadar, no debes ir al río porque te puedes ahogar. Mi mu xana! xanuxije mu xu! xabat ta uclum, oy yictal xajictav. Chlen ta xjictov",,,,,"ahogarse: se ahoga vr ta xjiclav. Si ta xjiclav. Si no sabes nadar, no debes ir al río porque te puedes ahogar. Mi mu xana! xanuxije mu xu! xabat ta uclum, oy yictal xajictav. Chlen ta xjictov"
105,13,ahora,,adv,adverbio,"tana, avi. Ahora vamos a ir a tu casa. Avi chijbatcutic ta ana. Cham ta ora Ixt avil Zin lavie hasta ahora c'alal tana",Hasta ahora no sabe leer. C!alal to tana mu sna! sqluel jun. Cham c'alal ta ora,Cham; Ixt; Zin,Chamula; Ixtapa; Zinacantán,,,"ahora adv tana, avi. Ahora vamos a tana, avi. Ahora vamos a ir a tu casa. Avi chijbatcutic ta ana. Cham ta ora Ixt avil Zin lavie hasta ahora c'alal tana. Hasta ahora no sabe leer. C!alal to tana mu sna! sqluel jun. Cham c'alal ta ora"
106,13,ahorcar,lo ahorca,vt,verbo transitivo,"ta smilbe snuc!, ta smit'be snuc! Jxt ta smich'be sbe yic!",,,,,,"ahorcar: lo ahorca vt ta smilbe snuc!, ta smilbe snuc!, ta smit'be snuc! Jxt ta smich'be sbe yic!"
107,13,ahorcarse,se ahorca,vr,verbo reflexivo,,,,,,,ahorcarse: se ahorca vr
108,13,ahorita,,adv,adverbio,ta ora,,,,,,ahorita adv ta ora ta ora
109,13,ahorrar,lo ahorra,vt,verbo transitivo,"ta snac!, ta ststin. Sería bueno que ahorrara la mitad de lo que ganó. Ja' lec mi ta snac! j!o!loluc li staq!uin li la spas ta canale.",,,,,,"ahorrar: lo ahorra vt ta snac!, ta ta snac!, ta ststin. Sería bueno que ahorrara la mitad de lo que ganó. Ja' lec mi ta snac! j!o!loluc li staq!uin li la spas ta canale."
110,13,ahuecar,lo ahueca,vr,verbo reflexivo,ta sjom,La ardilla está ahuecando el árbol para vivir allí. Li chuche yacal ta sjom te! sventa ta xnaqui o tey,,,,,ahuecar: lo ahueca vr ta sjom. La ta sjom. La ardilla está ahuecando el árbol para vivir allí. Li chuche yacal ta sjom te! sventa ta xnaqui o tey.
111,13,ahumar,lo ahuma,vt,verbo transitivo,"ta schlata, ta sch!ailtas",Vamos a ahumar la ta smit! snuc! ahumarse ratonera. Ta jch'atabecutic schten li chloe. Ixt ta sch'ailtas,Ixt,Ixtapa,,,"ahumar: lo ahuma vt ta schlata, ta ta schlata, ta sch!ailtas. Vamos a ahumar la ta smit! snuc! ahumarse ratonera. Ta jch'atabecutic schten li chloe. Ixt ta sch'ailtas"
112,14,ahumarse,se ahuma,vr,verbo reflexivo,ta xchlataj. Cuelga la carne sobre la lumbre para que se ahúme. Joctano ta ba cloc li beqluete sventa acto chatajue.,,,,,,ahumarse: se ahuma vr ta xchlataj. ta xchlataj. Cuelga la carne sobre la lumbre para que se ahúme. Joctano ta ba cloc li beqluete sventa acto chatajue.
113,14,ahuyentar,lo ahuyenta,vt,verbo transitivo,ta sjatviltas,,,,,,ahuyentar: lo ahuyenta vf ta sjatviltas ta sjatviltas
114,14,ahuyentarse,se ahuyenta,vr,verbo reflexivo,ta xjatav,,,,,,ahuyentarse: se ahuyenta vr ta xjatav ta xjatav
115,14,aire,,m,sustantivo masculino,ic!,,,,,,aire m ic! ic!
116,14,ajeno,,adj,adjetivo,yan o yajval,"Este caballo es ajeno, me lo prestó mi compadre. Ali ca! lili yan o yajval, ja! liyactbun ta chlom li jcumparee",,,,,"ajeno adj yan o yajval. Este caballo yan o yajval. Este caballo es ajeno, me lo prestó mi compadre. Ali ca! lili yan o yajval, ja! liyactbun ta chlom li jcumparee."
117,14,ajo,,m,sustantivo masculino,axux,,,,,,ajo m axux axux
118,14,ala,,f,sustantivo femenino,xic!,,,,,,ala f xic! xic!
119,14,alacrán,,m,sustantivo masculino,"tsec, stsec",,,,,,"alacrán m tsec, stsec tsec, stsec"
120,14,alambre,,m,sustantivo masculino,"alampre. Compré un rollo de alambre para amarrar los bultos. ljman jxot alampre sventa ta jchuc o quicats. Chen ch'ojon taqluin Cham, Ixt alampra alambre de puas ch!ixal alampre Ch!en ch'ixal chtojon taq!uin",,Cham; Ch'en; Ixt,Chamula; Chenalhó; Ixtapa,,,"alambre m alampre. Compré un alampre. Compré un rollo de alambre para amarrar los bultos. ljman jxot alampre sventa ta jchuc o quicats. Chen ch'ojon taqluin Cham, Ixt alampra alambre de puas ch!ixal alampre Ch!en ch'ixal chtojon taq!uin"
121,14,alargar,lo alarga,vt,verbo transitivo,"ta snatubtas, ta spolic ech'el to",Vamos a alargar este camino hasta el río. Li be li'i ta jnatubtascutic calal to uctum,,,,,"alargar: lo alarga ví ta snatubtas, ta ta snatubtas, ta spolic ech'el to. Vamos a alargar este camino hasta el río. Li be li'i ta jnatubtascutic calal to uctum."
122,14,alargarse,se alarga,vr,verbo reflexivo,"ta xjalij (una enfermedad), ta xnatij, ta xnatub p.ej. ropa. Sino te curas se va a alargar más tu enfermedad",Mi mu xapoxta abae ta xjalij li achamele,,,,una ta xjalij (una enfermedad,"alargarse: se alarga vr ta xjalij (una ta xjalij (una enfermedad), ta xnatij, ta xnatub p.ej. ropa. Sino te curas se va a alargar más tu enfermedad. Mi mu xapoxta abae ta xjalij li achamele."
123,14,albañil,,m,sustantivo masculino,"jvalanej-na, jpas-na",El albañil necesita más arena y cemento. Ali jvalanej-nae ta xtun yu'un mas ji' schiluc cemento. [xt alvalin Zin alvanil,Zin,Zinacantán,,,"albañil m jvalanej-na, jpas-na. El jvalanej-na, jpas-na. El albañil necesita más arena y cemento. Ali jvalanej-nae ta xtun yu'un mas ji' schiluc cemento. [xt alvalin Zin alvanil"
124,14,albarda,,f,sustantivo femenino,yicatsijeb,,,,,,albarda f yicatsijeb yicatsijeb
125,14,alcanzar,lo alcanza,vt,verbo transitivo,ta sta,,,,,,alcanzar: lo alcanza vt ta sta ta sta
126,14,alegrarse,se alegra,vr,verbo reflexivo,"ta xmuybaj, ta xmuyubaj, ta xmuyibaj Ch'en xcuxet yo'nton [xt lec yo'non Zin lec yo!on",,Ch'en; Zin,Chenalhó; Zinacantán,,,"alegrarse: se alegra vr ta xmuybaj, ta ta xmuybaj, ta xmuyubaj, ta xmuyibaj Ch'en xcuxet yo'nton [xt lec yo'non Zin lec yo!on"
127,14,alegría,,f,sustantivo femenino,"muybajel, muyubajel Chen scuxubil o'ntonil, cuxub o'ntonal",,Ch'en,Chenalhó,,,"alegría f muybajel, muyubajel Chen muybajel, muyubajel Chen scuxubil o'ntonil, cuxub o'ntonal"
128,14,alejar,lo aleja,vt,verbo transitivo,ta snamajes,,,,,,alejar: lo aleja vt ta snamajes ta snamajes
129,14,alejarse,se aleja,vr,verbo reflexivo,ta xnamaj,"Si van a nadar en el río, no deben alejarse de la orilla. Mi chabatic ta nuxijel ta uclume mu me xanamajic tajmec ta stilil",,,,,"alejarse: se aleja vr ta xnamaj. Si ta xnamaj. Si van a nadar en el río, no deben alejarse de la orilla. Mi chabatic ta nuxijel ta uclume mu me xanamajic tajmec ta stilil."
130,14,alentar,lo alienta,vt,verbo transitivo,"ta spatbe yo!on, ta stsatsubtasbe yo!on. Tenemos que alentar a los niños para que sigan estudiando. Scan ta jpatbetic yolonic li queremutique ti acto mu xchibaj yo'onic ta schanel june. /xt ta slecubtasbe yo'non",,,,,,"alentar: lo alienta ví ta spatbe yo!on, ta spatbe yo!on, ta stsatsubtasbe yo!on. Tenemos que alentar a los niños para que sigan estudiando. Scan ta jpatbetic yolonic li queremutique ti acto mu xchibaj yo'onic ta schanel june. /xt ta slecubtasbe yo'non"
131,14,aleta,,f,sustantivo femenino,xic!. Antes de comer pescado le quitamos las aletas. C!alal ta jtiltic choye bali ta jloq'uesbetic li xiqlue.,,,,,,aleta f xic!. Antes de comer pescado xic!. Antes de comer pescado le quitamos las aletas. C!alal ta jtiltic choye bali ta jloq'uesbetic li xiqlue.
132,14,aletear,aletea,vi,verbo intransitivo,"ta spochilan sba, xpochlajet, xpochpun xic!","Al tratar de agarrar el pollo, éste empezó a aletear. C!alal talox jclan ta jtsac li caxlane, ispochilan sba. Jxr xpoctpun xic! Zin xpochpon xic!",Zin,Zinacantán,,,"aletear: aletea vi ta spochilan sba, ta spochilan sba, xpochlajet, xpochpun xic!. Al tratar de agarrar el pollo, éste empezó a aletear. C!alal talox jclan ta jtsac li caxlane, ispochilan sba. Jxr xpoctpun xic! Zin xpochpon xic!"
133,14,alfiler,,m,sustantivo masculino,"jich'il laux. Como no tenía botón, le prendió la camisa con un alfiler. Yulun mu!yuc svotonal li clulile, istsacan ta jich'il laux. xt alvidel",,,,,,"alfiler m jich'il laux. Como no tenía jich'il laux. Como no tenía botón, le prendió la camisa con un alfiler. Yulun mu!yuc svotonal li clulile, istsacan ta jich'il laux. xt alvidel"
134,14,algo,,pron,pronombre,clusi,¿Tiene usted algo que decirme? ¿Mi oy c!usi chavalbun?,,,,,algo pron clusi. ¿Tiene usted algo clusi. ¿Tiene usted algo que decirme? ¿Mi oy c!usi chavalbun?
135,14,algodón,,m,sustantivo masculino,tuxnuc!,,,,,,algodón m tuxnuc! tuxnuc!
136,14,alguien,,pron,pronombre,buchtu Chen bochlo Zin muchlu,,Ch'en; Zin,Chenalhó; Zinacantán,,,alguien pron buchtu Chen bochlo buchtu Chen bochlo Zin muchlu
137,14,alguno,,pron,pronombre,"buchlu. Alguna persona de este pueblo debe ir a la fiesta, Li li! ta jteclume, oy nan buchtu chbat ta qluin. Ch/en bochlo Zin muchtu",,Zin,Zinacantán,,,"alguno pron buchlu. Alguna persona buchlu. Alguna persona de este pueblo debe ir a la fiesta, Li li! ta jteclume, oy nan buchtu chbat ta qluin. Ch/en bochlo Zin muchtu"
138,14,algunos,,pron,pronombre,"jlom, jayibuc",,,,,,"algunos pron jlom, jayibuc jlom, jayibuc"
139,14,aliento,,m,sustantivo masculino,ic,Me asusté tanto que se me fue el aliento. Lixi' tajmec solel mu xa xu! xquich! ic! ica!i,,,,,aliento m ic. Me asusté tanto que ic. Me asusté tanto que se me fue el aliento. Lixi' tajmec solel mu xa xu! xquich! ic! ica!i.
140,14,alimentar,lo alimenta,vt,verbo transitivo,ta smac!lantas,"Los padres deben alimentar bien a sus hijos para que crezcan sanos. Ali totile sclan ta smac'lantas lec li snichInabe, yo! acto lec xch'iic. Cham, Chen ta smac'lintas, ta smalq'uintas xr chac!be svetel",Cham; Ch'en,Chamula; Chenalhó,,,"alimentar: lo alimenta ví ta ta smac!lantas. Los padres deben alimentar bien a sus hijos para que crezcan sanos. Ali totile sclan ta smac'lantas lec li snichInabe, yo! acto lec xch'iic. Cham, Chen ta smac'lintas, ta smalq'uintas xr chac!be svetel"
141,14,alimento,,m,sustantivo masculino,ve'lil su alimento sve!el,,,,,,alimento m ve'lil su alimento sve!el ve'lil su alimento sve!el
142,14,alinear,lo alínea,vt,verbo transitivo,ta schol,Hay que alinear bien estos palos que vamos a plantar. Li teletic liti sctan lec ta jcholtic ta tstunel. Zin ta stusan,Zin,Zinacantán,,,alinear: lo alínea vt ta schol. Hay ta schol. Hay que alinear bien estos palos que vamos a plantar. Li teletic liti sctan lec ta jcholtic ta tstunel. Zin ta stusan
